source,campaign,region,locality,preferred_doctor_gender,reason_for_visit,patient_insured,number_of_match_results,out_network_results_shown,in_network_results_shown,avg_distance_overall,appointment_requested
facebook,san_francisco_doctor_patient_acquisition,San Francisco,South San Francisco,No Pref,Checkup,t,9,6,3,15080.382719628047,t
Patients,Unknown,Chicago,Chicago,F,Checkup,t,9,8,1,4808.5489796808815,t
www.facebook.com,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,9692.858087465243,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,f,9,0,0,12824.589818021836,t
adwords,search_seattle_local,Seattle,Seattle,No Pref,Checkup,t,9,5,4,5401.365085779989,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,4,5,7474.787040807611,t
Direct,Unknown,San Francisco,San Francisco,No Pref,Urgent Issue,f,9,0,0,6746.110825373066,t
try.healthcare.com,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,1,8,5360.689964513756,t
Branded - SEO,Unknown,Seattle,Bellevue,No Pref,Checkup,t,9,1,8,7455.044098836185,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,F,Checkup,t,9,8,1,4807.081511794646,t
growsumo,Unknown,San Francisco,San Mateo,No Pref,Checkup,t,2,1,1,4630.992448379712,t
Direct,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,9,5,4,6093.9679632998705,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Checkup,f,4,0,0,5746.741162376728,t
Patients,Unknown,Chicago,Chicago,F,Checkup,t,9,5,4,4175.628973016384,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,3497.241966509297,t
facebook,denver_doctor_patient_acquisition,Denver,Arvada,No Pref,Checkup,t,9,3,6,14163.134482693482,t
drip_gift_card_4,patient_leads_jun_2018,San Francisco,San Francisco,M,Specific Treatment,f,4,0,0,10502.359530386551,t
facebook,us_doctor_patient_remarketing,Chicago,Chicago,No Pref,Checkup,f,9,0,0,9611.70143077485,t
may_long_weekend,patient_leads_may_2018,San Francisco,San Francisco,No Pref,Checkup,t,9,7,2,5243.014110372367,t
facebook,seattle_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,5,4,4625.270788948691,t
Branded - SEO,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,1922.057307976064,t
adwords,search_austin_local,Austin,Austin,No Pref,Checkup,t,9,3,6,14827.276151123868,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,0,9,5753.184335359326,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,1,8,9047.292371699004,t
adwords,search_seattle_local,Seattle,Seattle,M,Urgent Issue,t,9,6,3,12641.401774085713,t
Branded - SEO,Unknown,Austin,Austin,No Pref,Checkup,t,9,4,5,14422.286539690484,t
Branded - SEO,Unknown,Austin,Austin,M,Checkup,t,6,2,4,16063.11722096864,t
Patients,Unknown,Denver,Denver,No Pref,Checkup,t,9,7,2,7211.1220573311275,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,F,Checkup,t,9,1,8,9953.28913818065,t
Patients,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,9806.434604707414,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,0,9,9863.148175223872,t
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,f,9,0,0,9641.101008571335,t
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,F,Checkup,t,7,2,5,14629.128454762349,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,9,5,4,3781.8340521705486,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,9693.296168152989,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,F,Checkup,f,6,0,0,16196.07318773598,t
Patients,Unknown,San Francisco,San Francisco,No Pref,Checkup,t,8,6,2,5909.248859512191,t
l.facebook.com,healthcare_facebook_page,Seattle,Seattle,F,Checkup,t,9,0,9,11524.984646537243,t
Patients,Unknown,San Jose,San Jose,No Pref,Checkup,t,9,1,8,11670.19345686041,t
SEO - C/S Page,Unknown,Austin,Houston,F,Urgent Issue,t,9,4,5,9966.05502199721,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Emeryville,M,Urgent Issue,t,3,3,0,12764.551278284582,t
Patients,Unknown,Denver,Denver,No Pref,Checkup,t,9,4,5,7404.064948145225,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,9,2,7,6094.769022622144,t
facebook,chicago_doctor_patient_acquisition,Chicago,Waukegan,No Pref,Checkup,t,1,0,1,4967.0724132394735,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,2510.7232306770256,t
www.healthcare.com,Unknown,San Jose,San Jose,No Pref,Checkup,f,9,0,0,6159.943939810761,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Richmond,No Pref,Checkup,f,8,0,0,17946.195130223798,t
www.healthcare.com,Unknown,San Francisco,Fremont,No Pref,Checkup,t,2,0,2,21536.334255817343,t
facebook,denver_doctor_patient_acquisition,Denver,Louisville,M,Checkup,t,2,2,0,20024.359006479943,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,2721.2976520947864,t
facebook,chicago_doctor_patient_acquisition,Chicago,Summit,No Pref,Checkup,f,9,0,0,13852.87431843038,t
facebook,seattle_doctor_patient_acquisition,Seattle,Lynnwood,No Pref,Checkup,t,9,6,3,11565.07550635934,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,7,1,1753.8347779334022,t
facebook,seattle_doctor_patient_acquisition,Seattle,Kirkland,F,Checkup,t,9,2,7,11047.662559085356,t
drip_gift_card_4,patient_leads_jun_2018,Denver,Denver,No Pref,Checkup,t,9,5,4,8567.88802656309,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,5,4,15491.27332513346,t
adwords,search_chicago_metro,Chicago,Lombard,F,Checkup,t,4,2,2,17058.951940078547,t
facebook,austin_doctor_patient_acquisition,Austin,Leander,No Pref,Checkup,t,7,6,1,18767.871710255466,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,2206.3223984636365,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,2,7,17804.352544121193,t
adwords,search_seattle_metro,Seattle,Bellevue,F,Urgent Issue,t,9,8,1,10625.911319405444,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Urgent Issue,f,8,0,0,1754.2290407433752,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,6,3,11183.732021887668,t
facebook,austin_doctor_patient_acquisition,Austin,Pflugerville,F,Checkup,t,4,3,1,14949.851633486522,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,8,1,14829.87803663368,t
Patients,Unknown,San Francisco,San Francisco,No Pref,Specific Treatment,t,8,8,0,1752.4280746572774,t
facebook,doctor_patient_acquisition,San Francisco,Oakland,No Pref,Checkup,t,9,1,8,14200.474377823666,t
Patients,Unknown,Seattle,Redmond,No Pref,Checkup,t,9,1,8,8897.239359709069,t
adwords,search_austin_local,Austin,Austin,F,Urgent Issue,f,5,0,0,16049.881385073842,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,2,7,11322.738409980515,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,6,3,2431.87889351172,t
Patients,Unknown,Denver,Denver,No Pref,Checkup,t,9,0,9,9640.80033294276,t
SEO - C/S Page,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,2039.160879325941,t
adwords,,San Francisco,San Francisco,No Pref,Specific Treatment,t,9,1,8,2569.420857970895,t
facebook,chicago_doctor_patient_acquisition,Chicago,Aurora,No Pref,Urgent Issue,t,2,1,1,20996.226968922838,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,8,1,10914.995721860694,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,9,9,0,8639.453212051178,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,2,6,2724.9868787478945,t
Patients,Unknown,Seattle,Seattle,No Pref,Specific Treatment,t,9,0,9,5297.811854550872,t
facebook,patient_leads_jun_2018,San Francisco,San Francisco,No Pref,Checkup,t,8,4,4,1475.7523771366632,t
facebook,denver_doctor_patient_acquisition,Denver,Broomfield,No Pref,Checkup,t,9,8,1,18595.145460151685,t
facebook,san_diego_doctor_patient_acquisition,San Diego,Lemon Grove,No Pref,Checkup,t,9,7,2,12035.998834000471,t
SEO - C/S Page,Unknown,San Diego,San Diego,No Pref,Checkup,f,9,0,0,8729.552043485364,t
www.healthcare.com,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,9,9,0,10989.647096933746,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,2,6,8294.329336331804,t
patient_leads_jun_2018,patient_leads_jun_2018,Seattle,Renton,No Pref,Checkup,t,9,0,9,11528.542484852844,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,4,4,4064.933059026984,t
adwords,search_seattle_metro,Seattle,Bothell,No Pref,Checkup,t,9,0,9,14046.50362208849,t
try.healthcare.com,Unknown,Chicago,Chicago Heights,No Pref,Urgent Issue,f,1,0,0,23344.035531650567,t
adwords,search_sanfrancisco_metro,San Francisco,Fremont,No Pref,Checkup,t,9,2,7,21316.444673753045,t
try.healthcare.com,Unknown,San Jose,Mountain View,F,Checkup,t,5,4,1,15435.917945646586,t
facebook,us_doctor_patient_ad_testing,Chicago,Dolton,No Pref,Checkup,t,4,2,2,19007.619143374894,t
Patients,Unknown,San Jose,San Jose,No Pref,Checkup,t,9,5,4,14231.757039933664,t
facebook,seattle_doctor_patient_acquisition,Seattle,Federal Way,No Pref,Checkup,t,5,0,5,12999.148492697137,t
facebook,chicago_doctor_patient_acquisition,Chicago,Franklin Park,F,Checkup,f,9,0,0,17654.832535370824,t
facebook,seattle_doctor_patient_acquisition,Seattle,Federal Way,F,Checkup,f,3,0,0,12514.212870949279,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,0,9,5299.912167383305,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,3833.118303968655,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Specific Treatment,t,9,0,9,9084.6043567588,t
www.healthcare.com,Unknown,Denver,Englewood,No Pref,Checkup,t,9,3,6,15974.308889607364,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,3,6,6400.407231034917,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,7,2,13124.456085406755,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,2,7,17804.749476736797,t
adwords,search_chicago_local,Chicago,Chicago,No Pref,Urgent Issue,f,9,0,0,13596.699753503113,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Urgent Issue,t,9,5,4,13971.276678956421,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Specific Treatment,t,9,3,6,3710.1152821799433,t
Patients,Unknown,San Jose,San Jose,No Pref,Checkup,t,9,1,8,14895.990323818654,t
facebook,denver_doctor_patient_acquisition,Denver,Aurora,No Pref,Checkup,t,7,3,4,17679.09273859936,t
facebook,seattle_doctor_patient_acquisition,Seattle,Everett,No Pref,Checkup,t,6,0,6,10701.592415918809,t
Patients,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,8272.390346931148,t
facebook,Unknown,Denver,Thornton,No Pref,Checkup,t,9,6,3,17764.317579090733,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,f,9,0,0,11192.143955598256,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,5972.229221490143,t
facebook,seattle_doctor_patient_acquisition,Seattle,Bellevue,No Pref,Checkup,t,9,7,2,6448.990860190915,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,9,2,7,6095.381735324385,t
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,t,9,3,6,12407.005143847658,t
Patients,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,3,6,1756.3804006159553,t
facebook,toronto_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,1881.3777046711875,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,8,1,15530.352254566751,t
Branded - Adwords,branded_keywords,San Francisco,San Francisco,No Pref,Checkup,t,9,1,8,2353.677610272195,t
adwords,search_seattle_metro,Seattle,Renton,No Pref,Checkup,t,9,0,9,9144.055185579424,t
facebook,austin_doctor_patient_acquisition,Austin,Round Rock,F,Checkup,t,4,3,1,14680.371850419822,t
www.healthcare.com,Unknown,Austin,Pflugerville,No Pref,Checkup,f,8,0,0,16166.112341759119,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,f,7,0,0,19089.898874096998,t
adwords,search_chicago_metro,Chicago,Oak Forest,No Pref,Specific Treatment,t,7,0,7,17864.37773771587,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,8,1,16389.366370392778,t
Patients,Unknown,Austin,Austin,F,Checkup,f,5,0,0,9404.13765224513,t
Patients,Unknown,San Francisco,Emeryville,No Pref,Checkup,t,9,2,7,13943.159910317992,t
facebook,doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,2,6,4064.826802989764,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Corte Madera,F,Checkup,t,5,3,2,17500.00128084184,t
adwords,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,8,1,5528.427891856115,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,5,3,2800.865261123529,t
facebook,seattle_doctor_patient_acquisition,Seattle,Bothell,No Pref,Checkup,t,9,1,8,14016.622794755125,t
facebook,chicago_doctor_patient_acquisition,Chicago,Naperville,No Pref,Checkup,t,6,3,3,13926.50165934934,t
Patients,Unknown,Austin,Austin,No Pref,Checkup,f,9,0,0,12377.795338277405,t
gmail,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,4,5,6562.238323591833,t
facebook,san_diego_doctor_patient_acquisition,San Jose,San Jose,No Pref,Specific Treatment,t,9,3,6,8899.483400150679,t
Patients,Unknown,San Diego,San Diego,No Pref,Checkup,t,9,9,0,9427.361485070562,t
facebook,seattle_doctor_patient_acquisition,Seattle,Des Moines,No Pref,Checkup,f,9,0,0,15247.298982412172,t
Direct,Unknown,Seattle,Federal Way,No Pref,Checkup,t,5,4,1,13000.88169474497,t
SEO - C/S Page,Unknown,Chicago,Chicago,No Pref,Urgent Issue,t,9,0,9,7732.319175165624,t
adwords,search_seattle_local,Seattle,Seattle,No Pref,Checkup,t,9,0,9,9822.364326973211,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,3,6,7249.26392098711,t
www.healthcare.com,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,5142.192858630905,t
adwords,search_chicago_local,Chicago,Chicago,M,Urgent Issue,t,9,2,7,7402.489603762665,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,f,9,0,0,3986.556052368573,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,f,7,0,0,13717.88342428554,t
facebook,denver_doctor_patient_acquisition,Denver,Aurora,No Pref,Checkup,t,9,3,6,12021.52724711292,t
www.healthcare.com,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,13182.82453799481,t
lm.facebook.com,healthcare_facebook_page,Austin,Austin,No Pref,Checkup,t,9,7,2,11187.72245466287,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Urgent Issue,f,9,0,0,16476.854627725894,t
drip_gift_card_4,patient_leads_jun_2018,San Francisco,Millbrae,No Pref,Checkup,f,9,0,0,18973.162781429706,t
facebook,,Austin,Austin,M,Checkup,t,5,2,3,13236.863230699444,t
www.healthcare.com,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,5106.632789178972,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,M,Urgent Issue,t,9,9,0,8509.493963256711,t
facebook,patient_leads_mar_2018,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,2726.107531145366,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,f,9,0,0,5268.722595106352,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,M,Checkup,t,3,1,2,1443.9097702357667,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,1,8,13070.41325826832,t
facebook,chicago_doctor_patient_acquisition,Chicago,Skokie,No Pref,Checkup,f,9,0,0,6282.165698896031,t
Branded - Adwords,branded_keywords,Seattle,Seattle,No Pref,Checkup,f,9,0,0,3123.932400854914,t
Direct,Unknown,Seattle,Redmond,No Pref,Checkup,t,9,0,9,10399.87244741246,t
try.healthcare.com,Unknown,Seattle,Seattle,No Pref,Specific Treatment,t,9,0,9,14122.098317953089,t
try.healthcare.com,Unknown,Chicago,Chicago,No Pref,Checkup,f,9,0,0,6316.48812988559,t
facebook,san_jose_doctor_patient_acquisition,San Jose,Sunnyvale,No Pref,Checkup,f,9,0,0,11562.45716766593,t
Patients,Unknown,Seattle,Bellevue,No Pref,Checkup,t,9,1,8,7982.90585048835,t
facebook,chicago_doctor_patient_acquisition,Chicago,Prospect Heights,No Pref,Checkup,t,9,8,1,14554.806743295394,t
Branded - Adwords,branded_keywords,San Francisco,San Francisco,No Pref,Checkup,t,8,6,2,4064.5159590113703,t
facebook,denver_doctor_patient_acquisition,Denver,Aurora,No Pref,Checkup,f,7,0,0,19670.101663324687,t
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,t,9,4,5,8021.515904659423,t
try.healthcare.com,Unknown,San Diego,San Diego,No Pref,Checkup,t,9,5,4,8904.88585677619,t
Branded - Adwords,branded_keywords,Austin,Round Rock,F,Urgent Issue,t,4,4,0,14680.816395326448,t
www.healthcare.com,Unknown,Seattle,Seattle,No Pref,Checkup,t,9,0,9,9802.44387633098,t
patient_leads_jun_2018,patient_leads_jun_2018,San Francisco,San Francisco,No Pref,Checkup,t,8,4,4,7276.026859352243,t
Patients,Unknown,Chicago,Chicago,F,Checkup,t,9,1,8,8583.578305555417,t
facebook,patient_leads_feb_2018,Seattle,Bothell,F,Checkup,t,9,2,7,16928.706099396146,t
Patients,Unknown,Seattle,Bothell,No Pref,Checkup,t,9,2,7,10868.05547434015,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,5,3,2,13677.359016919241,t
Patients,Unknown,San Jose,San Jose,No Pref,Checkup,t,9,5,4,11672.029473246066,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,2,7,10164.747299736833,t
growsumo,Unknown,Chicago,Oak Park,No Pref,Checkup,t,9,0,9,10447.663196708896,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,f,9,0,0,12824.881426084643,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Checkup,t,3,1,2,16145.342429482751,t
adwords,search_sanfrancisco_local,San Francisco,San Francisco,No Pref,Specific Treatment,f,6,0,0,7677.4556639204275,t
facebook,denver_doctor_patient_acquisition,Denver,Aurora,M,Specific Treatment,f,5,0,0,17025.924923245017,t
cancellation,new,Denver,Denver,No Pref,Checkup,t,9,9,0,10760.816580991786,t
growsumo,Unknown,Seattle,Seattle,No Pref,Checkup,t,9,0,9,11194.869722565809,t
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,F,Checkup,t,7,1,6,14959.100988504148,t
Patients,Unknown,Austin,Austin,No Pref,Checkup,t,9,3,6,15229.884442522049,t
facebook,denver_doctor_patient_acquisition,Denver,Thornton,No Pref,Checkup,t,9,8,1,17514.656217251333,t
patient_leads_jun_2018,patient_leads_jun_2018,Austin,Round Rock,No Pref,Specific Treatment,t,8,6,2,14707.195024589431,t
adwords,search_chicago_local,Chicago,Chicago,No Pref,Checkup,t,9,0,9,8762.072253292772,t
www.healthcare.com,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,4,5,5234.7626278908865,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,2,6,4905.043749929555,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,7,1,2720.983226274356,t
Patients,Unknown,Chicago,Orland Park,No Pref,Checkup,f,8,0,0,15951.771602289054,t
facebook,san_jose_doctor_patient_acquisition,San Francisco,San Pablo,No Pref,Checkup,t,7,4,3,21533.92558598947,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Daly City,No Pref,Urgent Issue,t,9,7,2,10723.497828120971,t
try.healthcare.com,Unknown,Chicago,Schaumburg,F,Checkup,t,3,2,1,18426.146152819623,t
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,F,Checkup,t,3,1,2,14686.227481948428,t
www.facebook.com,Unknown,Chicago,Chicago,F,Checkup,t,9,1,8,8233.637936928766,t
